"Red","Green","Blue","Alpha","Distance"
"44","63","65","57","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","63","66","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","63","65","58","42.59088712264573"
"44","64","66","58","42.59088712264573"
"44","64","66","58","42.59088712264573"
"44","64","66","58","42.59088712264573"
"44","64","66","58","42.59088712264573"
"44","64","66","58","42.395943963425246"
"44","64","66","58","42.395943963425246"
"44","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"44","63","65","57","42.787919786611674"
"44","63","65","57","42.787919786611674"
"44","63","65","57","42.787919786611674"
"44","63","65","57","42.787919786611674"
"44","63","65","57","42.59088712264573"
"44","63","65","57","42.59088712264573"
"44","65","68","60","42.59088712264573"
"47","65","68","60","42.59088712264573"
"47","65","68","60","42.59088712264573"
"47","65","68","60","42.59088712264573"
"47","65","68","60","42.395943963425246"
"47","65","68","60","42.395943963425246"
"47","65","68","59","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.203055763227276"
"46","65","68","59","42.203055763227276"
"46","63","68","57","42.203055763227276"
"44","63","65","57","42.203055763227276"
"44","63","65","57","42.203055763227276"
"44","63","65","57","42.203055763227276"
"44","63","65","57","42.203055763227276"
"44","63","65","57","42.787919786611674"
"44","63","65","57","42.787919786611674"
"44","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","43.59766476309694"
"46","65","68","59","43.59766476309694"
"46","65","68","59","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","65","66","59","41.636386931927284"
"46","65","66","59","41.636386931927284"
"46","65","66","59","41.636386931927284"
"46","65","66","59","41.636386931927284"
"46","65","66","59","42.98707729710654"
"46","65","66","59","42.98707729710654"
"46","65","66","59","42.98707729710654"
"44","63","65","57","42.98707729710654"
"44","63","65","57","42.98707729710654"
"44","63","65","57","42.98707729710654"
"44","63","65","57","42.98707729710654"
"44","63","65","57","42.98707729710654"
"44","63","65","57","42.98707729710654"
"44","63","65","57","42.98707729710654"
"46","65","68","59","42.98707729710654"
"46","65","68","59","42.98707729710654"
"46","65","68","59","42.98707729710654"
"46","65","68","59","42.98707729710654"
"46","65","68","59","42.98707729710654"
"46","65","68","59","43.59766476309694"
"46","65","68","59","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","43.59766476309694"
"46","64","66","58","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","64","66","59","41.636386931927284"
"46","65","68","59","41.636386931927284"
"46","65","68","59","41.636386931927284"
"46","65","68","59","41.636386931927284"
"46","65","68","59","41.636386931927284"
"46","65","68","59","41.636386931927284"
"46","65","68","59","43.39191234615714"
"46","65","68","59","43.39191234615714"
"46","64","68","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","43.39191234615714"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","65","68","59","41.82330990268624"
"46","65","68","59","41.82330990268624"
"46","65","68","59","41.82330990268624"
"46","65","68","59","41.82330990268624"
"46","65","68","59","41.82330990268624"
"46","65","68","59","41.636386931927284"
"46","65","68","59","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","64","66","58","41.636386931927284"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.395943963425246"
"46","64","66","58","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.395943963425246"
"46","65","68","59","42.98707729710654"
"46","65","68","59","42.98707729710654"
"46","65","68","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","64","66","58","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.787919786611674"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","41.82330990268624"
"46","65","68","59","41.82330990268624"
"46","65","68","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","42.203055763227276"
"46","64","66","58","42.203055763227276"
"46","65","66","59","42.203055763227276"
"46","65","68","59","42.203055763227276"
"46","65","68","59","42.203055763227276"
"46","65","68","59","42.203055763227276"
"46","65","68","59","42.203055763227276"
"46","65","68","59","42.203055763227276"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","65","68","59","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.59088712264573"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","42.98707729710654"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","41.82330990268624"
"46","64","66","58","42.012188749823906"
"46","64","66","58","42.012188749823906"
